os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win10,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP09.PXSX),Fx Device,low,6,34.93992257217848,762
Win11,22H2,Intel(R) Ethernet Connection (11) I219-V (\_SB.PCI0.GLAN),Fx Device,low,5,43.340944642857146,112
Win11,22H2,Disk drive (\_SB.PCI0.SAT0.PRT0),Fx Device,low,2,110.57113398058254,103
Win10,22H2,controlador de áudio da tecnologia Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,low,46,39.7106715472482,2889
Win11,22H2,Intel(R) PCI Express Root Port #16 - 02B7 (\_SB.PCI0.RP16),Fx Device,low,3,31.992848484848487,33
Win10,21H2,PCI Express Root Port (\_SB.PCI0.PEG0),Fx UserIdMaskice,low,1,61.25856666666667,27
Win11,21H2,Intel(R) Smart Sound Technologie-audiocontroller (\_SB.PCI0.HDAS),Fx Device,moderate,12,698.498767368421,190
Win10,22H2,Unregistered Device \_SB.PC00.GLAN,Fx Device,high,20,8290.460293644857,535
Win10,21H2,Intel(R) PCI Express Root Port #5 - 06BC (\_SB.PCI0.RP05),Fx Device,low,12,35.15445115681234,389
Win10,20H2,Intel(R) PCI Express Root Port #15 - 06B6 (\_SB.PCI0.RP15),Fx Device,low,1,6.691110084033613,119
Win10,21H1,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,7,670.7798563636364,110
Win10,22H2,Intel(R) PCI Express Root Port #12 - A0B3 (\_SB.PC00.RP12),Fx Device,high,34,1971.1210904016066,2490
Win11,22H2,Intel(R) PCI Express Root Port #5 - 7ABC (\_SB.PC00.RP05),Fx Device,low,1,301.80971966386556,595
Win10,22H2,Mobile 6th/7th Generation Intel(R) Processor Family I/O PCI Express Root Port #1 - 9D10 (\_SB.PCI0.RP01),Fx Device,moderate,4,121.157541025641,156
Win11,21H2,Unregistered Device \_SB.PCI0.SAT0,Fx Device,high,11,11074.65708681447,857
Win11,22H2,Intel(R) PCI Express Root Port #5 - A394 (\_SB.PCI0.RP05),Fx Device,high,1,955.3964901098901,182
Win10,20H2,Killer Wireless-n/a/ac 1535 Wireless Network Adapter (\_SB.PCI0.RP01.PXSX),Fx Device,low,4,36.645845248868774,221
Win10,20H2,File Sharing Server,Activator,high,26,509.5135727350426,1170
Win10,20H2,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Fx Device,high,5,586.7263184210526,38
Win11,22H2,Intel(R) Serial IO I2C Host Controller - 34E8 (\_SB.PCI0.I2C0),Fx Device,moderate,1,268.15729189189193,37
Win11,22H2,Intel(R) PEG10 - 4C01 (\_SB.PC00.PEG1),Fx Device,high,4,1941.6431459259256,135
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP05.PXSX),Fx Device,low,16,41.821465464973365,2441
Win10,21H2,PCI Express Root Port (\_SB.PC00.RP10),Fx Device,moderate,2,150.53584999999998,2
Win10,19H1,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,low,6,66.58962524619515,1117
Win10,19H1,PLM Phase,PDC Phase,low,43,4.8145108974358966,1560
Win10,19H1,Intel(R) Management Engine Interface  (\_SB.PCI0.HECI),Fx Device,high,1,8046.1448,1
Win10,20H1,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,low,10,36.63752124137932,725
Win10,19H2,WWAN Dormancy,Activator,high,1,831.5744666666668,3
Win10,21H2,Intel(R) Serial IO I2C Host Controller - A0E9 (\_SB.PC00.I2C1),Fx Device,high,32,368.75157312116573,2608
Win10,21H2,PCI Express Root Port (\_SB.PCI0.RP05),Fx Device,low,7,29.812280851063832,94
Win10,20H1,NCSI,Activator,high,15,1358.8774714968151,628
Win10,19H2,Kontroler audio technologii Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,high,1,8004.442916666667,6
Win11,21H2,Killer Wireless-n/a/ac 1435 Wireless Network Adapter (\_SB.PCI0.RP07.PXSX),Fx Device,low,11,14.169879642857145,280
Win10,20H2,Intel(R) PEG60 - 9A0F (\_SB.PC00.PEG0),Fx Device,moderate,2,195.96623639798486,794
Win10,22H2,PCI-to-PCI Bridge (\_SB.PC00.TRP2),Fx Device,low,1,54.85458922155687,167
Win11,22H2,Intel(R) Ethernet Connection (17) I219-LM (\_SB.PC00.GLAN),Fx Device,low,4,166.0313695266272,676
Win10,21H1,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Fx Device,high,7,621.8911978723405,94
Win10,21H1,Intel(R) Serial IO I2C Host Controller - A0E9 (\_SB.PC00.I2C1),Fx Device,low,7,13.394845238095238,42
Win10,22H2,Standard NVM Express Controller (\_SB.PC00.PEG3.PEGP),Fx Device,high,8,540.7555109007166,1954
Win11,21H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),Fx Device,high,16,2439.785108759123,274
Win11,21H2,Realtek RTL8821CE 802.11ac PCIe Adapter (\_SB.PC00.RP10.PXSX),Fx Device,low,7,137.33849650349651,286
Win10,RS4,PLM Phase,PDC Phase,low,7,5.378130434782609,46
Win11,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.UserIdMaskI0.HDAS),Fx Device,low,2,23.477169387755097,49
Win11,21H2,Intel(R) UserIdMaskIe Controller (x16) - 1901 (\_SB.UserIdMaskI0.PEG0),Fx Device,moderate,1,1396.769166666667,3
Win10,22H2,Intel(R) UHD Graphics (\_SB.UserIdMaskI0.GFX0),Fx Device,moderate,1,90.8219,1
Win10,20H1,Intel(R) Smart Sound Technologie-audiocontroller (\_SB.PCI0.HDAS),Fx Device,moderate,1,129.48844864864864,37
Win10,20H1,CPU C0 Time.Non-attributed Time,Processor,moderate,15,226.67081608391612,143
Win10,21H2,Unregistered Device \_SB.PCI0.RP01.PXSX,Fx Device,high,8,2943.2861170124484,241
Win10,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #3 - 9D12 (\_SB.PCI0.RP03),Fx Device,moderate,2,70.23962222222222,9
Win11,22H2,PDC Suspend/Resume and NetUserIdMask-Refresh Activator,Activator,low,3,1.8693839826839826,693
Win10,20H2,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,high,8,3762.3959156756773,185
Win11,22H2,Intel® ComputerNameMaskart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,high,1,205.38873333333333,3
Win10,RS5,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,3,44.50617204301077,558
Win10,22H2,Intel(R) PCI Express Root Port #5 - 43BC (\_SB.PC00.RP05),Fx Device,moderate,13,217.032623902439,205
Win10,21H1,Intel(R) PCI Express Root Port #9 - 9DB0 (\_SB.PCI0.RP09),Fx Device,high,3,48.975317499999996,40
Win10,19H1,WU,Activator,high,23,2568.2654059016395,305
Win11,22H2,Killer(R) Wi-Fi 6E AX1675i 160MHz Wireless Network Adapter (211NGW) (\_SB.PC00.CNVW),Fx Device,low,27,77.07312602316603,1295
Win11,21H2,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,high,13,2392.81876516854,89
Win11,21H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PCI0.RP06.PXSX),Fx Device,low,3,10.842759999999998,35
Win11,22H2,Intel(R) PCI Express Root Port #5 - 06BC (\_SB.PCI0.RP05),Fx Device,high,26,3212.829238762626,1584
Win11,22H2,Standard NVM Express Controller (PCI\VEN_1C5C&DEV_1959&SUBSYS_19591C5C&REV_00\4&2ded0f74&0&0030),Fx Device,low,1,1.055,1
Win10,22H2,USB xHCI UserIdMaskpliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,1,39.54580277777779,36
Win11,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP10.PXSX),Fx Device,high,3,1317.4937714285713,7
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.ComputerNameMask00.XHCI),Fx Device,low,1,1.3511,1
Win10,21H2,Intel(R) PCI Express Root Port #21 - A32C (\_SB.PCI0.RP21),Fx Device,high,6,1382.3846885906041,149
Win11,22H2,Realtek PCIE CardReader (\_SB.PCI0.RP07.PXSX),Fx Device,high,12,2075.0496381443304,97
Win10,20H2,Host Activity Manager,Activator,moderate,6,70.46050000000001,6
Win10,19H2,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,8,61.33807822014052,427
Win10,19H1,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,low,1,150.1114125,8
Win10,19H1,Connection Phase,PDC Phase,low,7,8.225,16
Win10,20H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP05.PXSX),Fx Device,high,3,2733.4111618556703,97
Win10,20H1,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,low,2,78.81491473214282,224
Win10,22H2,Intel(R) PCI Express Root Port #14 - A335 (\_SB.PCI0.RP14),Fx Device,high,2,944.4317119047618,168
Win11,21H2,Intel(R) Ethernet Connection (13) I219-LM (\_SB.PC00.GLAN),Fx Device,high,7,1499.0262952380951,21
Win11,22H2,BUS בטכנולוגיית Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,12,24.622191412213745,524
Win10,21H2,PCI Express Root Port (\_SB.PC00.RP07),Fx Device,high,7,466.95169156010223,1173
Win10,21H2,BUS della tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,moderate,8,206.10815038167937,262
Win10,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.UserIdMask00.CNVW),Fx Device,moderate,3,105.67526666666667,3
Win11,21H2,Intel(R) Serial IO I2C Host Controller - 9DE9 (\_SB.PCI0.I2C1),Fx Device,low,5,25.444335714285717,14
Win10,21H2,Intel(R) Wi-Fi 6E AX210 160MHz (\_SB.PC00.RP03.PXSX),Fx Device,moderate,1,36.4745,13
Win11,22H2,PCI Express Root Port (\_SB.PC00.PEG1),Fx Device,low,10,109.87634361702129,282
Win11,22H2,Image Download Manager,Activator,moderate,1,53.70693333333333,3
Win10,19H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP05.PXSX),Fx Device,moderate,1,841.610781818182,11
Win11,22H2,BUS della tecnologia Intel® Smart Sound (\_SB.UserIdMask00.HDAS),Fx Device,high,1,240.9955,4
Win10,20H2,Intel(R) PCI Express Root Port #1 - 02B8 (\_SB.PCI0.RP01),Fx Device,low,5,66.58973231707317,164
Win10,21H2,Standard NVM Express Controller (\_SB.UserIdMask00.RP09.PXSX),Fx Device,low,1,11.120589285714285,28
Win11,22H2,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,high,29,5509.707792672029,1119
Win10,21H1,MediaTek Wi-Fi 6 MT7921 Wireless LAN Card (\_SB.PC00.RP08.PXSX),Fx Device,moderate,1,107.35,1
Win10,22H2,Controller audio della tecnologia Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,low,13,21.19155609065156,353
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP04.PXSX),Fx Device,low,9,39.68503955527718,3193
Win10,21H2,Standard NVM Express Controller (\_SB.PC00.RP05.PXSX),Fx Device,high,9,267.0632052631579,38
Win10,22H2,Intel(R) PCI Express Root Port #9 - 51B0 (\_SB.PC00.RP09),Fx Device,high,2,4519.312808536586,820
Win10,21H2,Thunderbolt(TM) Controller - 9A21 (\_SB.PC00.TDM1),Fx Device,low,15,29.149800000000003,217
Win10,20H2,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,moderate,3,481.38577999999995,5
Win11,22H2,Killer(R) Wireless-AC 1550 Wireless Network Adapter (9260NGW) 160MHz (\_SB.PCI0.RP15.PXSX),Fx Device,low,17,26.48925030864197,324
Win11,22H2,Intel(R) Serial IO I2C Host Controller - 02E9 (\_SB.PCI0.I2C1),Fx Device,moderate,8,592.4823600000001,20
Win11,21H2,Intel(R) Ethernet Connection (4) I219-LM (\_SB.PCI0.GLAN),Fx Device,low,8,35.295259097978224,643
Win10,21H1,Realtek PCIe 2.5GbE Family Controller (\_SB.PC00.RP05.PXSX),Fx Device,low,1,67.6336268493151,365
Win10,21H1,Thunderbolt(TM) Controller - 9A1F (\_SB.PC00.TDM0),Fx Device,low,4,75.50113657142857,350
Win10,20H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP01.PXSX),Fx Device,low,3,22.600253252480716,907
Win10,20H2,Unregistered Device \_PR.PR04,Fx Device,high,1,3987.8029621621613,37
Win10,19H1,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,moderate,2,246.07745625,16
Win10,RS5,Intel(R) Serial IO SPI Host Controller - A0AA (\_SB.PC00.SPI0),Fx Device,moderate,1,106.703975,12
Win10,20H1,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,2,3209.1860275862064,87
Win10,21H2,Intel(R) UHD Graphics 750 (\_SB.PC00.GFX0),Fx Device,low,1,8.145346666666667,75
Win10,21H2,Mobile 6th/7th Generation Intel(R) Processor Family I/O PCI Express Root Port #6 - 9D15 (\_SB.PCI0.RP06),Fx Device,low,6,40.986877222222226,180
Win10,20H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,37,218.1537294642857,336
Win11,21H2,Device not registered,PEP Pre-Veto,moderate,11,530.528943902439,41
Win10,RS5,Universal Telemetry Client,Activator,high,3,293.61553333333336,3
Win10,22H2,Intel(R) PCI Express Root Port #7 - 02BE (\_SB.PCI0.RP07),Fx Device,high,14,5006.528403688523,1708
Win10,20H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,moderate,1,75.41938571428571,7
Win10,22H2,Unregistered Device \_SB.PCI0.TRP2,Fx Device,high,1,2661.9834440227714,527
Win10,22H2,Intel(R) Wi-Fi 6E AX210 160MHz (\_SB.PC00.RP02.PXSX),Fx Device,low,4,10.064835333333333,150
Win10,21H2,Setting Sync Client,Activator,low,3,43.140975000000005,4
Win10,22H2,英特尔(R)智音技术音频控制器 (\_SB.UserIdMask00.HDAS),Fx Device,low,1,167.540425,4
Win10,22H2,UserIdMaskI Express Root Port (\_SB.UserIdMask00.PEG0),Fx Device,moderate,2,87.7378,3
Win10,22H2,Intel(R) Serial IO I2C Host Controller - 51E9 (\_SB.PC00.I2C1),Fx Device,low,6,64.682771875,32
Win10,22H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,moderate,8,864.6497111111113,99
Win10,22H2,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,moderate,17,161.99388711656445,326
Win10,21H2,Intel(R) PCI Express Root Port #6 - 9DBD (\_SB.PCI0.RP06),Fx Device,low,1,1.3380999999999998,3
Win11,22H2,Intel(R) PCI Express Root Port #16 - A337 (\_SB.PCI0.RP16),Fx Device,high,4,2417.2541576576573,111
Win10,20H2,Unregistered Device \_SB.PC00.TDM1,Fx Device,high,2,8955.674172222223,18
Win11,22H2,Unregistered Device \_SB.PC00.GFX0,Fx Device,high,5,3752.6808096888867,1125
Win10,19H1,Device not registered,PEP Pre-Veto,low,5,29.150258823529413,17
Win10,20H2,Intel(R) Smart Sound-teknik ljudstyrenhet (\_SB.PCI0.HDAS),Fx Device,low,4,17.70055227272727,88
Win10,20H2,Intel(R) PCI Express Root Port #8 - 02BF (\_SB.PCI0.RP08),Fx Device,moderate,3,602.6999923076924,13
Win11,22H2,Realtek RTL8821CE 802.11ac PCIe Adapter (\_SB.PC00.RP10.PXSX),Fx Device,moderate,10,484.9037412087912,182
Win10,19H2,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,moderate,2,2141.5326,3
Win10,19H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,high,3,10789.53359771863,263
Win10,21H1,Intel(R) TypeC PCIE - 9A23 (\_SB.PC00.TRP0),Fx Device,high,3,272.3233974358975,39
Win10,21H2,Zvukový řadič technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,7,114.17643488372093,43
Win10,20H2,Intel(R) Serial IO I2C Host Controller - A0E8 (\_SB.PC00.I2C0),Fx Device,high,3,409.5095666666667,3
Win10,19H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,high,1,784.2393000000001,16
Win10,19H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PC00.HDAS),Fx Device,low,1,31.299642857142857,7
Win10,22H2,Intel(R) Serial IO I2C Host Controller - 06E8 (\_SB.PCI0.I2C0),Fx Device,high,10,1069.1013402515723,159
Win10,21H1,Unregistered Device \_SB.PCI0.TXHC,Fx Device,high,2,4465.026677419354,62
Win11,22H2,Realtek PCIE CardReader (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,7,311.80821499999996,20
Win11,21H2,Intel(R) Wireless-AC 9260 160MHz (\_SB.PCI0.RP10.PXSX),Fx Device,high,1,354.9665,1
Win10,20H2,PCI Express Root Port (\_SB.PC00.RP08),Fx Device,moderate,2,205.8116,3
Win10,20H1,Intel(R) PCI Express Root Port #7 - 34BE (\_SB.PCI0.RP07),Fx Device,moderate,1,40.6424,11
Win10,22H2,Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW) (\_SB.UserIdMaskI0.RP01.PXSX),Fx Device,moderate,1,56.40935,2
Win11,21H2,Intel(R) Smart Sound בקר שמע טכנולוגיית (\_SB.PCI0.HDAS),Fx Device,high,3,11670.815424675324,77
Win10,21H1,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,low,4,23.857685714285715,7
Win11,22H2,Intel(R) TypeC PCIE - 9A2B (\_SB.PC00.TRP0),Fx Device,high,2,2567.447824137931,29
Win10,19H1,Intel(R) Ethernet Connection (13) I219-LM (\_SB.PC00.GLAN),Fx Device,low,1,4.3570769230769235,13
Win10,19H1,Image Download Manager,Activator,moderate,9,262.11723464566927,127
Win10,22H2,PCI Express Root Port (\_SB.PCI0.RP08),Fx Device,high,2,2376.658440425532,47
Win10,21H1,Kontroler audio technologii Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,low,2,20.580414705882358,34
Win11,22H2,Audio Streams,Audio Activity,high,1,2955.92335,4
Win10,21H1,Cortana Voice Activation,Activator,moderate,5,66.5004,7
Win11,21H2,Controlador de Áudio da Tecnologia Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,low,11,53.58169426751592,157
Win11,22H2,NVIDIA GeForce RTX 3060 Laptop GPU (\_SB.PC00.PEG1.PEGP),Fx Device,low,1,39.39018596491226,57
Win10,RS5,Intel(R) 智慧型音效技術音訊控制器 (\_SB.PC00.HDAS),Fx Device,low,1,18.2205,1
Win10,RS4,Unregistered Device \_SB.PC00.HDAS,Fx Device,high,1,7090.984489655178,406
Win10,RS4,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,low,1,27.43295,14
Win11,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,moderate,9,528.081664516129,31
Win10,21H1,Intel(R) Smart Sound Technology Ses Denetleyicisi (\_SB.PC00.HDAS),Fx Device,low,2,4.0923099999999994,10
Win10,19H2,Intel(R) Dual Band Wireless-AC 7265 (\_SB.PCI0.RP06.PXSX),Fx Device,low,2,30.996794117647056,17
Win11,22H2,Intel(R) Dual Band Wireless-AC 7265 (\_SB.PCI0.RP01.PXSX),Fx Device,high,2,3569.4048803921573,51
Win11,21H2,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,24,6652.585204432133,361
Win10,22H2,Realtek PCIE CardReader (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,8,381.0972253623189,138
Win10,21H1,Technologie Intel® Smart Sound pour BUS (\_SB.PC00.HDAS),Fx Device,high,2,2364.3706971291863,209
Win11,22H2,PCI-to-PCI Bridge (\_SB.PC00.TRP2),Fx Device,low,2,123.08719705882355,34
Win10,19H2,Intel(R) Management Engine Interface #1 (\_SB.PC00.HECI),Fx Device,high,2,11585.322706410254,234
Win10,19H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,moderate,4,380.55894,5
Win10,21H1,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,3,15.123005,140
Win10,19H2,Intel(R) Serial IO I2C Host Controller - 9DE9 (\_SB.PCI0.I2C1),Fx Device,moderate,1,61.3775,1
Win10,21H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP01.PXSX),Fx Device,high,6,939.9839168674698,498
Win10,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP11.PXSX),Fx Device,low,6,29.394086772486766,189
Win10,21H2,Unregistered Device \_SB.PC00.RP09,Fx Device,high,4,5047.912768544601,213
Win11,21H2,Intel(R) TypeC PCIE - 9A25 (\_SB.PC00.TRP1),Fx Device,low,9,106.97756363636364,33
Win10,RS5,Unregistered Device \_SB.PC00.RP09.PXSX,Fx Device,high,1,1944.3165142857142,770
Win11,22H2,Intel(R) Serial IO I2C Host Controller - 9D60 (\_SB.PCI0.I2C0),Fx Device,high,7,2886.418432758621,58
Win11,21H2,Intel(R) PCI Express Root Port #1 - 9DB8 (\_SB.PCI0.RP01),Fx Device,moderate,1,503.3424,1
Win11,21H2,PDC Suspend/Resume and Network-Refresh Activator,Activator,moderate,2,471.04209090909086,22
Win10,20H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.UserIdMaskI0.CNVW),Fx Device,low,1,4.971605957446811,470
Win10,21H2,Intel(R) UHD Graphics 615 (\_SB.PCI0.GFX0),Fx Device,high,4,932.9745166666665,6
Win10,20H1,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,moderate,1,157.57402105263156,57
Win10,21H2,Killer Wireless-n/a/ac 1435 Wireless Network Adapter (\_SB.PCI0.RP07.PXSX),Fx Device,high,10,1615.517980645161,31
Win11,22H2,USB xHCI Compliant HUserIdMaskt Controller (\_SB.PCI0.XHC),Fx Device,low,1,7.174683333333333,6
Win10,21H2,Intel(R) PCI Express Root Port #5 - 34BC (\_SB.PCI0.RP05),Fx Device,moderate,4,1330.6856,18
Win10,21H1,Intel(R) PEG60 - 9A0F (\_SB.PC00.PEG0),Fx Device,high,1,1588.8489195876296,97
Win10,22H2,Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) PCIe Controller (x8) - 1905 (\_SB.PCI0.PEG1),Fx Device,high,1,4054.9172599999993,40
Win10,22H2,Intel(R) UHD Graphics 770 (\_SB.PC00.GFX0),Fx Device,moderate,1,191.4863636363636,22
Win10,22H2,Realtek Audio (INTELAUDIO\FUNC_01&VEN_10EC&DEV_0225&SUBSYS_10280823&REV_1000\4&22e17006&0&0001),Fx Device,moderate,1,222.4256,1
Win10,22H2,Intel(R) Ethernet Controller (3) I225-V (\_SB.PC00.RP07.PXSX),Fx Device,low,6,48.81111602198266,4731
Win11,22H2,Intel(R) Iris(R) Plus Graphics (\_SB.UserIdMaskI0.GFX0),Fx Device,moderate,1,511.32106000000005,5
Win10,22H2,Intel(R) Dual Band Wireless-AC 3165 (\_SB.PCI0.RP07.PXSX),Fx Device,high,2,534.6699571428572,7
Win10,21H2,Intel(R) PCI ExpreUserIdMask Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,low,2,23.854525000000002,4
Win10,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP06.PXSX),Fx Device,high,5,427.78217368421053,19
Win11,22H2,PCI Express Root Port (\_SB.PCI0.TRP2),Fx Device,high,7,3098.904326931568,453
Win11,22H2,Intel(R) PEG11 - 462D (\_SB.PC00.PEG2),Fx Device,low,2,211.2366285714286,133
Win10,21H1,Intel(R) PCI Express Root Port #1 - 06B8 (\_SB.PCI0.RP01),Fx Device,moderate,2,86.5378,4
Win10,20H1,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,low,6,29.295282798833817,686
Win10,RS5,Intel(R) PCI Express Root Port #5 - 02BC (\_SB.PCI0.RP05),Fx Device,low,9,41.38240064102565,156
Win10,RS5,UnreUserIdMasktered Device \_SB.PC00.I2C0,Fx Device,high,1,5357.2553,1
Win11,22H2,Intel(R) Serial IO SPI Host Controller - 9DAA (\_SB.PCI0.SPI0),Fx Device,high,2,1321.6283593220337,59
Win10,22H2,Realtek PCIe GbE Family Controller (\_SB.PCI0.RP10.PXSX),Fx Device,low,1,92.5126,6
Win10,21H2,Unregistered Device \_SB.PCI0.RP10.PXSX,Fx Device,high,2,3733.965,2
Win10,20H1,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,low,1,6.382055555555556,9
Win11,22H2,Intel(R) PCI Express Root Port #1 - 51B8 (\_SB.PC00.RP01),Fx Device,high,2,12921.27192666667,30
Win11,21H2,Intel(R) PEG11 - 462D (\_SB.PC00.PEG2),Fx Device,high,1,114.52935,2
Win11,22H2,TCPIP,ActiUserIdMasktor,low,1,10.115614545454545,55
Win11,22H2,Host Activity Manager,ActiUserIdMasktor,moderate,1,113.98219999999999,1
Win11,22H2,Intel(R) Serial IO I2C Host Controller - 9D62 (\_SB.PCI0.I2C2),Fx Device,low,3,13.658933333333332,3
Win11,22H2,Controller audio della tecnologia Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,high,7,1815.86144375,176
Win10,20H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,moderate,1,522.9660333333334,21
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.GP17.XHC0),Fx Device,high,1,913.3211,1
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.GP17.XHC1),Fx Device,high,1,156.15243333333333,6
Win10,20H2,Intel(R) Smart Sound Technology Ses Denetleyicisi (\_SB.PCI0.HDAS),Fx Device,low,2,14.932313698630137,146
Win10,21H1,Intel(R) UserIdMaskI Express Root Port #8 - A0BF (\_SB.UserIdMask00.RP08),Fx Device,low,2,41.81807272727272,11
Win10,21H2,Intel(R) Ethernet Controller (3) I225-V (\_SB.PC00.RP07.PXSX),Fx Device,low,4,27.75184298780489,328
Win10,21H1,Intel(R) TypeC PCIE - 9A25 (\_SB.PC00.TRP1),Fx Device,low,3,56.66045714285714,7
Win10,20H1,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,low,1,15.632975000000002,4
Win10,20H1,WWAN Dormancy,Activator,low,1,27.1313,1
Win11,22H2,USB xHCI ComputerNameMaskliant Host Controller (\_SB.PC00.XHCI),Fx Device,high,1,1760.8589858490568,106
Win10,20H1,Maintenance Phase,PDC Phase,moderate,7,79.6085,10
Win10,20H2,Thunderbolt(TM) Controller - 9A21 (\_SB.PC00.TDM1),Fx Device,high,4,2984.9956725,120
Win10,20H2,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,moderate,2,233.60809782608695,46
Win10,21H2,Unregistered Device \_SB.PC00.RP10.PXSX,Fx Device,high,1,1768.81775,2
Win10,20H2,インテル(R) スマート・サウンド・テクノロジー ・オーディオ・コントローラー (\_SB.PCI0.HDAS),Fx Device,high,4,3485.130761111111,36
Win11,22H2,Intel(R) PCI Express Root Port #10 - 51B1 (\_SB.PC00.RP10),Fx Device,moderate,7,603.1017721311476,61
Win10,20H1,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Fx Device,low,3,5.927848148148149,81
