os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win10,20H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,9,193.52237009345794,642
Win10,20H2,Maintenance Phase,PDC Phase,high,317,3083.5143285958575,9358
Win10,20H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,moderate,73,164.3937874999999,832
Win11,22H2,PCI Express Root Port (\_SB.PCI0.GPP4),Fx Device,high,1,666.182295,20
Win11,22H2,PCI Express Root Port (\_SB.PCI0.GPP6),Fx Device,high,1,439.8909888888889,18
Win11,22H2,Standard NVM Express Controller (\_SB.PCI0.GPP4.NVME),Fx Device,high,1,538.1985428571428,35
Win11,22H2,Update Orchestrator Client,Activator,moderate,4251,913.0790484122397,29507
Win10,22H2,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,low,937,47.84060973094669,124808
Win10,22H2,PLM Phase,PDC Phase,low,3153,1.0576685954643696,89866
Win10,22H2,Low Power Phase,PDC Phase,low,4118,5.388042300405864,856162
Win10,22H2,File Sharing Server,Activator,moderate,105,188.0767688092016,1478
Win10,22H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,low,355,47.59523623928169,44667
Win10,22H2,Unregistered Device \_SB.PCI0.CNVW,Fx Device,high,57,3414.0336239865715,8042
Win10,22H2,Update Orchestrator Client,Activator,low,460,129.87452939977572,9813
Win10,22H2,Update Orchestrator Client,Activator,high,445,1947.9826661196394,5667
Win10,22H2,Intel(R) Wireless-AC 9462 (\_SB.PC00.CNVW),Fx Device,low,64,29.40601586231376,11272
Win10,22H2,DHCP,Activator,high,1102,1560.1824349343817,53111
Win10,22H2,Intel(R) PCI Express Root Port #9 - A0B0 (\_SB.PC00.RP09),Fx Device,low,379,47.935793363590065,66542
Win10,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,low,1200,37.90011972918678,226725
Win11,22H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PC00.RP09.PXSX),Fx Device,low,23,71.69483411223221,5649
Win10,22H2,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,moderate,376,241.5958035887484,12372
Win10,22H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,low,626,29.509961515739587,47396
Win11,21H2,TCPIP,Activator,low,1700,28.199633610431917,24540
Win11,21H2,WNS,Activator,low,2573,60.34625373921816,89270
Win11,21H2,PLM Phase,PDC Phase,low,1765,0.639103568716783,13170
Win11,21H2,Intel(R) Wireless-AC 9560 (\_SB.PC00.CNVW),Fx Device,low,44,41.20235780141843,1692
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,high,1079,1611.0319873827277,80374
Win10,21H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PCI0.HDAS),Fx Device,low,34,27.46489983221478,1192
Win10,21H2,BI,Activator,moderate,1788,210.36493452925845,28625
Win10,21H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,105,220.92268012611896,4916
Win10,21H2,Low Power Phase,PDC Phase,low,3821,5.38297649972344,490207
Win10,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,high,256,2819.0231156118557,28536
Win10,22H2,WNS,Activator,moderate,1106,258.1882280407599,16879
Win10,22H2,BI,Activator,moderate,2191,226.66849787345097,53608
Win10,22H2,WP OmaDmClient Client,Activator,moderate,442,516.5450382432099,4087
Win10,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,663,153.10123908387118,7750
Win10,22H2,DHCP,Activator,low,2310,85.3973636345256,49459
Win11,22H2,BI,Activator,high,5039,6924.260602885479,295897
Win11,22H2,DAM Phase,PDC Phase,low,5888,0.8883707046541648,91960
Win11,22H2,PLM Phase,PDC Phase,low,5582,0.7406901396521453,94449
Win11,22H2,Intel(R) Serial IO SPI Host Controller - 02AA (\_SB.PCI0.SPI0),Fx Device,low,8,22.9364140718563,668
Win10,22H2,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,high,95,2166.666987971216,20983
Win10,22H2,NCSI,Activator,low,2167,63.81263995020648,59847
Win10,22H2,Windows Push Notifications,Activator,low,340,92.48481742149765,3312
Win11,22H2,Unregistered Device \_SB.PCI0.SAT0,Fx Device,high,16,12888.974439638885,9526
Win11,22H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,low,30,83.47495785530333,4271
Win11,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,1614,53.85149811087236,161609
Win11,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,low,1505,72.67857208115578,267092
Win11,21H2,Lock Screen,Activator,low,1470,10.183493290518847,5917
Win11,21H2,Universal Telemetry Client,Activator,low,1259,73.57136848156452,7567
Win11,21H2,Maintenance Phase,PDC Phase,high,2318,2403.977597349269,29954
Win11,21H2,Intel RST VMD Controller 467F (\_SB.PC00.VMD0),Fx Device,low,26,54.033287417974364,3505
Win11,21H2,WP Location Client,Activator,low,1629,32.05754894644864,41194
Win11,21H2,BI,Activator,low,2273,153.62499052116,62265
Win11,21H2,WU,Activator,moderate,692,819.1245435823065,1379
Win11,21H2,PDC Suspend/Resume and Network-Refresh Activator,Activator,low,1764,3.140471514227087,38026
Win11,21H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,low,588,31.198857015161813,17676
Win11,21H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,low,168,96.76952393500218,6831
Win11,21H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,288,48.11518772079157,9398
Win10,21H2,No CS Phase,PDC Phase,high,4790,6305.619774496525,476006
Win10,21H2,Killer(R) Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW) (\_SB.PCI0.CNVW),Fx Device,low,9,17.2675097933513,1113
Win10,21H2,DAM Phase,PDC Phase,low,2727,0.9991105622636806,49194
Win10,21H2,PLM Phase,PDC Phase,low,2763,0.9917104134297263,59212
Win10,21H2,Intel(R) PCI Express Root Port #17 - 06C0 (\_SB.PCI0.RP17),Fx Device,low,19,32.89189130781499,1254
Win10,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,475,2564.8336506477112,28562
Win10,22H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,moderate,317,205.89295155763247,3210
Win11,22H2,Intel(R) Serial IO SPI Host Controller - 02AA (\_SB.PCI0.SPI0),Fx Device,high,6,433.2664527777778,108
Win11,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,983,5992.331680150372,47482
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,2882,61.0361369702747,217023
Win11,22H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,148,668.4150896091511,4196
Win11,22H2,NCSI,Activator,moderate,2396,221.24418792685623,18156
Win10,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,high,290,2019.156488136462,5833
Win10,22H2,WU,Activator,high,2183,2812.6827820124327,45020
Win10,22H2,NCSI,Activator,high,548,779.2477502852979,15072
Win10,22H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,141,31.16798262092443,27021
Win10,22H2,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,low,125,97.21638200887456,2479
Win11,22H2,Realtek PCIE CardReader (\_SB.PCI0.RP01.PXSX),Fx Device,high,8,1881.4774413533828,266
Win11,22H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),Fx Device,moderate,84,325.17055789473693,760
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,high,1861,4333.54255548905,117962
Win11,22H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,low,154,85.7180511180391,9302
Win11,22H2,Intel(R) UHD Graphics 630 (\_SB.PCI0.GFX0),Fx Device,low,260,96.5559336099879,28194
Win11,22H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,low,444,73.28021686292062,71506
Win11,21H2,BI,Activator,high,1525,7586.500373012534,23422
Win11,21H2,System Maintenance Service,Activator,low,28,25.273746875,32
Win11,21H2,Update Orchestrator Client,Activator,low,1742,108.5947702760202,18332
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,1541,38.35264221382152,75390
Win11,21H2,Intel(R) Wi-Fi 6E AX211 160MHz (\_SB.PC00.CNVW),Fx Device,low,58,82.06535805654691,3643
Win10,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,moderate,286,190.98433923196697,5781
Win11,22H2,Lock Screen,Activator,low,5291,11.738623982992197,50565
Win10,22H2,Host Activity Manager,Activator,low,96,36.69110571428571,245
Win11,22H2,WP Sync Client,Activator,moderate,194,830.5970156996592,3809
Win10,21H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,low,219,28.690520510206955,35319
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,high,190,2495.252928239152,22614
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,high,966,1845.0398140296545,64663
Win11,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,low,207,32.98648624098869,4855
Win11,21H2,Update Orchestrator Client,Activator,high,1556,6167.974823692998,11362
Win10,21H2,Lock Screen,Activator,low,704,11.27552495229008,2096
Win11,21H2,CPU C0 Time.Non-attributed Time,Processor,low,1646,26.54325792936124,21433
Win11,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,low,801,57.70891005352573,38673
Win11,21H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,low,48,35.54140857438017,3872
Win11,21H2,Intel(R) Ethernet Connection (13) I219-V (\_SB.PC00.GLAN),Fx Device,low,36,71.16500440269213,3566
Win11,21H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,moderate,117,322.4855344651955,589
Win11,22H2,PLM Phase,PDC Phase,high,2869,444.83303675488713,12733
Win10,21H2,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,moderate,117,214.34732129402113,7326
Win11,21H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PC00.CNVW),Fx Device,moderate,14,123.81718571428573,70
Win11,22H2,PCI Express Root Port (\_SB.PCI0.GPP6),Fx Device,low,1,39.6332617977528,89
Win11,22H2,Standard NVM Express Controller (\_SB.PCI0.GPP4.NVME),Fx Device,low,1,43.09264571428572,140
Win11,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.GPP6.WLAN),Fx Device,moderate,1,224.97525000000002,18
Win11,22H2,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,low,294,79.01032116332898,72602
Win11,21H2,File Sharing Server,Activator,low,57,160.47114050056877,879
Win11,21H2,NCSI,Activator,moderate,497,268.4096981077149,2061
Win10,20H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,low,21,60.65019839195978,995
Win10,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,low,1026,38.976088852011486,194035
Win10,22H2,WU,Activator,low,2081,95.97175417043682,24314
Win11,21H2,Maintenance Phase,PDC Phase,low,606,5.392541034790381,2242
Win11,22H2,High Definition Audio Controller (\_SB.PCI0.GP17.AZAL),Fx Device,low,1,8.975314035087719,57
Win11,22H2,High Definition Audio Controller (\_SB.PCI0.GP17.HDAU),Fx Device,low,1,17.721988095238096,42
Win11,22H2,Intel(R) Smart Sound-teknologi lydkontroller (\_SB.PCI0.HDAS),Fx Device,low,8,17.941328301886784,424
Win10,20H2,WNS,Activator,low,266,62.35255382787772,7576
Win11,22H2,Windows Error Reporting,Activator,low,2041,57.60782278551526,7180
Win10,22H2,Windows Push Notifications,Activator,high,43,4127.773136205318,1091
Win10,20H2,WU,Activator,high,226,2598.5828697736324,5257
Win10,20H2,BI,Activator,low,286,119.61745469921641,12002
Win10,20H2,Windows Error Reporting,Activator,low,62,49.66877098591549,355
Win11,22H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,high,90,3841.2840409430305,2545
Win11,21H2,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,moderate,46,292.8992274626867,335
Win11,21H2,No CS Phase,PDC Phase,moderate,142,774.7989851116622,403
Win11,21H2,DHCP,Activator,moderate,831,323.3684920299919,3601
Win10,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,low,458,42.00691070800168,23870
Win10,22H2,Intel(R) UHD Graphics (\_SB.PC00.GFX0),Fx Device,moderate,65,160.3520663430421,309
Win10,22H2,Intel(R) Wireless-AC 9462 (\_SB.PC00.CNVW),Fx Device,high,13,716.489982278481,79
Win10,22H2,No CS Phase,PDC Phase,moderate,332,616.5511003584229,837
Win11,22H2,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,moderate,390,436.55726840949075,4552
Win11,22H2,Shell Phase,PDC Phase,low,1654,0.002416217004520989,6857
Win11,21H2,CPU C0 Time.Non-attributed Time,Processor,high,258,47489.01373643617,1128
Win10,21H2,Maintenance Phase,PDC Phase,high,2750,4225.5577492360635,71015
Win10,22H2,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,low,165,58.9617701397361,18034
Win10,22H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,153,219.82813876140202,10415
Win10,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,moderate,455,212.70615189100545,10973
Win10,22H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,high,296,2507.5352144014214,11235
Win11,22H2,Realtek PCIE CardReader (\_SB.PCI0.RP01.PXSX),Fx Device,low,6,113.77615454545456,11
Win10,21H2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,moderate,108,226.53270806539498,1835
Win10,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,954,40.57504714441382,49552
Win10,21H2,DHCP,Activator,low,1901,92.93889467303099,31425
Win11,21H2,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,low,363,74.48725783024517,10038
Win11,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,low,40,80.56836398963728,1544
Win11,22H2,Standard NVM Express Controller (\_SB.PCI0.RP05.PXSX),Fx Device,low,44,28.35419029935576,2639
Win11,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,low,35,86.08935916666653,2760
Win10,21H2,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,low,593,48.87899325856057,33702
Win11,22H2,WNS,Activator,moderate,1748,679.6173853505035,13823
Win10,21H2,WU,Activator,low,1621,103.31374616610032,9416
Win10,21H2,WU,Activator,high,1667,3757.615776000997,32043
Win11,22H2,Standard NVM Express Controller (\_SB.PCI0.RP05.PXSX),Fx Device,high,8,238.85023200000003,50
Win10,21H2,Intel(R) PCI Express Root Port #3 - 9DBA (\_SB.PCI0.RP03),Fx Device,low,8,134.53990816993465,306
Win10,21H2,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,low,99,41.629624393577004,2927
Win10,21H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP09.PXSX),Fx Device,low,22,39.21897338709679,496
Win10,21H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),Fx Device,low,200,26.389474086819984,16563
Win10,21H2,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,high,63,1619.5481204630007,2419
Win10,21H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,568,32.637852444704315,49597
Win10,21H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,208,550.5197462899051,2318
Win10,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,low,31,33.9771968488746,1555
Win10,21H2,Intel(R) PCI Express Root Port #3 - 9DBA (\_SB.PCI0.RP03),Fx Device,high,4,1286.7402813688216,526
Win10,21H2,WNS,Activator,low,1761,61.317338378054856,53442
Win10,21H2,PLM Phase,PDC Phase,high,535,418.821725714286,875
Win10,21H2,Intel(R) Management Engine Interface #1 (\_SB.PCI0.HECI),Fx Device,low,59,66.1237431654676,834
Win10,21H2,WWAN Dormancy,Activator,low,39,53.42213365269462,835
Win11,22H2,WU,Activator,moderate,3696,585.1686026031153,13868
Win11,22H2,PCI Express Root Port (\_SB.PCI0.GPP4),Fx Device,low,1,35.500150000000005,10
Win11,22H2,Notifications forwarding and actions,Activator,low,3000,76.43720499179405,14624
Win11,22H2,Notifications forwarding and actions,Activator,high,668,107.721412923923,1091
Win11,22H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,797,58.68411073494544,67937
Win10,22H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,high,33,1799.1551513490715,2372
Win10,22H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,38,27.180899735992934,3409
Win11,22H2,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,low,446,111.00092061612268,76251
Win11,22H2,AMD Radeon(TM) Graphics (\_SB.PCI0.GP17.VGA),Fx Device,low,1,3.4436454545454542,11
Win10,20H2,WU,Activator,low,231,138.65356070038905,2827
Win10,20H2,File Sharing Server,Activator,moderate,15,154.13759361702125,94
Win11,22H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,399,71.98515018070417,83562
Win10,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,88,297.7568798558269,2497
Win11,22H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,288,1660.230906325302,1992
Win11,22H2,CPU C0 Time.Non-attributed Time,Processor,moderate,851,517.7224849172065,5556
Win11,21H2,BUS della tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,19,29.439544179894185,378
Win11,21H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,205,61.07133106412649,8608
Win11,21H2,BUS della tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,high,7,1378.3391714285715,14
Win11,21H2,Intel RST VMD Controller 467F (\_SB.PC00.VMD0),Fx Device,high,10,1056.230726956522,115
Win11,21H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,high,157,2391.2380038851334,2368
Win11,21H2,TCPIP,Activator,high,81,1864.1303420475322,2735
Win11,21H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,moderate,23,627.04393,100
Win11,21H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM1),Fx Device,moderate,5,267.3971083333334,24
Win11,21H2,WNS,Activator,high,432,2039.8797820694301,2967
Win11,21H2,Windows Push Notifications,Activator,moderate,429,267.62563218475066,1364
Win11,22H2,No CS Phase,PDC Phase,moderate,1481,359.9854092834453,5666
Win10,21H2,Universal Telemetry Client,Activator,low,799,73.98415405115361,5591
Win10,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,low,1120,30.664699132576416,130732
Win10,21H2,File Sharing Server,Activator,moderate,87,194.619899120603,796
Win10,22H2,Surface Serial Hub Driver (\_SB._SSH),Fx Device,low,53,35.664085949539114,13238
Win11,22H2,Realtek RTL8821CE 802.11ac PCIe Adapter (\_SB.PC00.RP09.PXSX),Fx Device,low,46,78.13548886267492,12292
Win10,20H2,Image Download Manager,Activator,high,66,1276.8459234466584,2559
Win10,20H2,Image Download Manager,Activator,low,176,96.75161493405741,2578
Win10,22H2,Lock Screen,Activator,low,1007,11.634491142538126,5374
Win11,21H2,Terminal Server Remote Connection,Activator,low,3,36.98491428571429,7
Win11,22H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,high,12,2260.8684148989896,396
Win11,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,high,554,4532.358314007773,12593
Win10,20H2,DAM Phase,PDC Phase,low,302,0.7374405502784145,6106
Win10,22H2,Intel(R) PCI Express Root Port #6 - 34BD (\_SB.PCI0.RP06),Fx Device,low,1,1.0808,1
Win10,22H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,high,321,1941.9241695178869,7073
Win11,22H2,Image Download Manager,Activator,low,3,62.55232777777777,18
Win10,20H2,Windows Error Reporting,Activator,high,22,1725.9231554054054,74
Win11,22H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,high,152,2392.948303386809,2244
Win11,21H2,Killer(R) Wi-Fi 6E AX1675i 160MHz Wireless Network Adapter (211NGW) (\_SB.PC00.CNVW),Fx Device,low,7,18.670220833333335,72
Win10,22H2,Find My Device,Activator,moderate,197,324.9543683076923,325
Win10,22H2,Intel(R) Serial IO UART Host Controller - A0A8 (\_SB.PC00.UA00),Fx Device,moderate,7,175.57197500000004,40
Win10,22H2,Image Download Manager,Activator,moderate,1095,201.19865748399002,9213
Win10,22H2,TCPIP,Activator,moderate,370,244.61331602494568,3688
Win10,22H2,Shell Phase,PDC Phase,low,1195,0.001883878241262718,6209
Win11,22H2,Intel(R) Serial IO UART Host Controller - 34A8 (\_SB.PCI0.UA00),Fx Device,low,391,21.462621078360286,61983
Win10,22H2,Universal Telemetry Client,Activator,low,1270,91.63103282860597,14067
Win10,21H2,WNS,Activator,high,910,1027.4856799756653,13973
Win10,21H2,WP OmaDmClient Client,Activator,high,441,1361.214061705887,9051
Win10,21H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,low,529,26.873653887286327,28426
Win11,21H2,DAM Phase,PDC Phase,moderate,683,14.167197309417038,1561
Win10,21H2,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,moderate,14,117.76489436619717,71
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.GP17.XHC1),Fx Device,moderate,1,131.92755,4
Win10,21H2,Intel(R) Ethernet Connection (13) I219-LM (\_SB.PC00.GLAN),Fx Device,low,96,42.34488414126897,13223
Win10,21H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,low,127,59.096392678928,14028
Win10,22H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,low,134,81.37616810272226,21378
Win11,22H2,DHCP,Activator,moderate,1177,314.1702616040721,7269
Win10,20H2,WNS,Activator,high,108,1052.8318119246862,1434
Win10,21H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,high,63,1085.61443285943,4994
Win11,22H2,Windows Push Notifications,Activator,moderate,821,368.8320758908509,3115
Win11,21H2,Shell Phase,PDC Phase,low,493,0.0033182286302780284,971
Win11,22H2,Cortana Voice Activation,Activator,low,803,65.17493421400268,1514
Win10,21H2,Image Download Manager,Activator,moderate,742,248.27645477037746,5901
Win11,22H2,PCI Express Root Port (\_SB.PCI0.GPP5),Fx Device,low,1,16.0278,2
Win10,20H2,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,3,193.54905652173915,23
Win10,20H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,high,7,3530.8455437499997,32
Win10,20H2,BI,Activator,high,235,2402.0881192621996,12605
Win11,22H2,WP Location Client,Activator,high,347,2460.417357551207,6542
Win11,22H2,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Fx Device,low,328,72.30545372983089,37495
Win11,22H2,Maintenance Phase,PDC Phase,moderate,678,181.8955315236427,1142
Win10,22H2,Surface Serial Hub Driver (\_SB.SSH),Fx Device,low,168,10.821091933730303,19315
Win11,21H2,PLM Phase,PDC Phase,high,259,1018.9638016032061,499
Win11,22H2,TCPIP,Activator,moderate,487,399.73439936792994,3006
Win11,22H2,Intel® 智慧型音效技術匯流排 (\_SB.PC00.HDAS),Fx Device,low,53,23.37694526252264,1657
Win11,22H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,low,173,97.51760345552424,19505
