os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win10,20H2,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,4,5214.222227586207,58
Win10,20H2,Unregistered Device \_SB.PCI0.HECI,Fx Device,high,8,2637.1318321469594,1742
Win10,20H2,Unregistered Device \_SB.PCI0.I2C0,Fx Device,high,6,2637.8062948791735,1738
Win10,20H2,Disk drive (\_SB.PCI0.SAT0.VOL0),Fx Device,low,2,2.857975,4
Win10,20H2,Intel(R) PCI Express Root Port #9 - 34B0 (\_SB.PCI0.RP09),Fx Device,high,2,2899.422388869258,566
Win10,20H2,Intel(R) PCI Express Root Port #5 - 34BC (\_SB.PCI0.RP05),Fx Device,low,1,7.840266666666667,15
Win10,20H2,Intel(R) PCI Express Root Port #13 - 34B4 (\_SB.PCI0.RP13),Fx Device,low,3,93.76904985754985,351
Win10,20H2,Intel(R) PCI Express Root Port #9 - 34B0 (\_SB.PCI0.RP09),Fx Device,low,1,315.6491,1
Win10,20H2,Intel(R) PCI Express Root Port #13 - 34B4 (\_SB.PCI0.RP13),Fx Device,high,3,999.0585909090911,33
Win10,20H2,Technologie Intel® Smart Sound pour BUS (\_SB.PC00.HDAS),Fx Device,low,3,40.99854835164833,91
Win10,20H2,Technologie Intel® Smart Sound pour BUS (\_SB.PC00.HDAS),Fx Device,high,3,2099.7546066666664,30
Win10,RS5,Host Activity Manager,Activator,high,3,11651.450477181208,298
Win10,RS5,Audio Service,Activator,high,6,11594.119243697476,238
Win10,RS5,Audio Service,Activator,low,4,105.40028181818182,11
Win10,RS5,Host Activity Manager,Activator,low,1,71.86074285714285,7
Win10,21H2,Intel(R) Smart Sound-teknik ljudstyrenhet (\_SB.PCI0.HDAS),Fx Device,high,6,7783.902582857142,70
Win10,20H2,PCI Express Root Port (\_SB.PCI0.TRP1),Fx Device,low,1,6.1692857142857145,7
Win10,22H2,Connection Phase,PDC Phase,moderate,6,266.75771428571426,14
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP05.PXSX),Fx Device,moderate,4,632.2149260869564,46
Win10,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP05.PXSX),Fx Device,high,4,1189.6438285714285,7
Win11,21H2,Intel(R) PCI Express Root Port #14 - 43B5 (\_SB.PC00.RP14),Fx Device,high,3,1255.9455960591135,203
Win11,21H2,Killer(R) Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW) (\_SB.PC00.CNVW),Fx Device,high,2,1942.1837168749996,160
Win11,21H2,Barramento da Tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,moderate,8,518.8414307692308,52
Win11,21H2,Killer(R) Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW) (\_SB.PC00.CNVW),Fx Device,low,9,80.83635643564354,202
Win11,22H2,Intel®‎ Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,high,4,3450.0537637500006,80
Win10,22H2,Realtek PCIe 2.5GbE Family Controller (\_SB.PC00.RP05.PXSX),Fx Device,moderate,2,227.7537840000001,150
Win11,21H2,Intel® Smart Sound Technologie BUS (\_SB.PC00.HDAS),Fx Device,moderate,3,131.03322,5
Win10,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP06.PXSX),Fx Device,moderate,8,253.80027575757578,33
Win10,22H2,Intel(R) PCI Express Root Port #10 - 51B1 (\_SB.PC00.RP10),Fx Device,low,3,13.396494411177642,501
Win10,21H2,Intel(R) Smart Sound Technology Ses Denetleyicisi (\_SB.PC00.HDAS),Fx Device,high,4,2873.411044117647,34
Win11,21H2,Intel(R) Wireless-AC 9260 160MHz (\_SB.PCI0.RP10.PXSX),Fx Device,moderate,1,148.73950000000002,3
Win10,21H2,BUS da Tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,6,5.95853125,80
Win11,22H2,BUS da Tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,19,17.33593104838709,744
Win10,22H2,Realtek Audio (INTELAUDIO\FUNC_01&VEN_10EC&DEV_0225&SUBSYS_10280823&REV_1000\4&13a4f895&0&0001),Fx Device,high,3,2705.2104909090913,99
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP08.PXSX),Fx Device,low,14,52.763740333951795,2695
Win10,22H2,Realtek Audio (INTELAUDIO\FUNC_01&VEN_10EC&DEV_0225&SUBSYS_10280823&REV_1000\4&13a4f895&0&0001),Fx Device,low,2,177.78390937499995,32
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP08.PXSX),Fx Device,high,4,240.06714615384618,26
Win10,22H2,Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) (\_SB.PC00.CNVW),Fx Device,high,5,1151.4903,32
Win10,21H2,Barramento da Tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,high,8,9366.407014285716,42
Win10,21H2,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,7,170.8947668874172,151
Win10,RS5,Connection Phase,PDC Phase,high,1,9409.73587804878,41
Win10,RS5,Connection Phase,PDC Phase,low,5,8.694833333333333,6
Win10,20H2,Intel(R) Serial IO I2C Host Controller - A0E9 (\_SB.PC00.I2C1),Fx Device,high,6,370.1348947368421,38
Win10,20H2,PCI Express Root Port (\_SB.PC00.RP07),Fx Device,high,1,4890.177387999999,25
Win10,20H2,PCI Express Root Port (\_SB.PC00.RP08),Fx Device,low,2,98.66517857142857,14
Win10,20H2,File Sharing Server,Activator,moderate,12,217.8185640918581,479
Win10,20H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,moderate,11,206.2747154506438,233
Win11,22H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,high,11,7379.248677195688,649
Win11,22H2,Intel(R) Management Engine Interface #1 (\_SB.PCI0.HECI),Fx Device,moderate,2,571.9502333333332,9
Win10,22H2,Intel(R) 智慧型音效技術音訊控制器 (\_SB.PC00.HDAS),Fx Device,low,9,19.47773980582524,412
Win11,21H2,Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) (\_SB.PC00.CNVW),Fx Device,low,21,50.499822051886795,848
Win10,21H2,Unregistered Device \_SB.PC00.PEG0,Fx Device,high,6,2152.0350203947387,760
Win11,22H2,Intel(R) Serial IO SPI Host Controller - 51AA (\_SB.PC00.SPI0),Fx Device,low,2,7.650114062500001,64
Win11,21H2,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,moderate,8,154.3587212121212,33
Win10,22H2,WWAN Dormancy,Activator,high,9,312.5604177257526,299
Win10,RS3,No CS Phase,PDC Phase,high,1,10611.46825,4
Win10,19H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PCI0.HDAS),Fx Device,low,1,25.603425,4
Win11,22H2,BUS בטכנולוגיית Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,moderate,3,916.1013333333332,3
Win10,22H2,Intel(R) PCI Express Root Port #15 - 06B6 (\_SB.PCI0.RP15),Fx Device,low,4,9.38463231441048,229
Win10,20H2,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,high,1,163.71,1
Win10,20H2,Intel(R) Ethernet Connection (14) I219-LM (\_SB.PC00.GLAN),Fx Device,high,1,319.8399,1
Win10,20H2,Intel(R) PCI Express Root Port #21 - 43C4 (\_SB.PC00.RP21),Fx Device,high,1,224.7791,1
Win11,21H2,Intel(R) Serial IO UART Host Controller - 9D27 (\_SB.PCI0.UA00),Fx Device,high,8,1281.995312666667,150
Win11,21H2,Surface Serial Hub Driver (\_SB._SSH),Fx Device,high,2,988.257325,8
Win11,21H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP01.PXSX),Fx Device,high,4,1563.6632000000002,12
Win11,21H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP01.PXSX),Fx Device,low,20,60.00669259259258,1269
Win11,22H2,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,moderate,9,477.8689161290323,31
Win10,21H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PCI0.HDAS),Fx Device,high,5,3057.2288439999998,50
Win10,22H2,Intel(R) Serial IO I2C Host Controller - 9DC5 (\_SB.PCI0.I2C4),Fx Device,high,1,1012.3981,1
Win10,21H2,PCI Express Root Port (\_SB.PCI0.PEG0),Fx Device,moderate,5,203.70224814814813,27
Win11,22H2,Intel(R) Serial IO SPI Host Controller - 51AA (\_SB.PC00.SPI0),Fx Device,high,1,169.0402,1
Win10,21H1,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,high,3,1689.5342990521333,211
Win10,20H2,Intel SD Host Controller (\_SB.PCI0.PEMC),Fx Device,low,3,7.142568442622954,488
Win10,20H2,Intel(R) UHD Graphics 615 (\_SB.PCI0.GFX0),Fx Device,low,3,5.436528813559323,118
Win10,20H2,WP Location Client,Activator,high,11,1439.453855882353,34
Win10,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP15.PXSX),Fx Device,low,6,18.856007096774203,1240
Win11,21H2,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,4,4339.627642857143,7
Win11,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP10.PXSX),Fx Device,low,4,131.20400887573962,169
Win11,22H2,Connection Phase,PDC Phase,moderate,20,470.6439310344827,58
Win11,21H2,Surface NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,high,2,467.87055,2
Win11,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP04.PXSX),Fx Device,high,1,75.46860000000001,1
Win10,21H2,Killer Wireless-n/a/ac 1535 Wireless Network Adapter (\_SB.PCI0.RP05.PXSX),Fx Device,low,6,37.831258974358974,39
Win11,22H2,Intel(R) Serial IO I2C Host Controller - A368 (\_SB.PCI0.I2C0),Fx Device,moderate,2,1200.6375250000003,16
Win11,22H2,Intel(R) Serial IO I2C Host Controller - A369 (\_SB.PCI0.I2C1),Fx Device,moderate,2,1386.9530923076925,13
Win10,21H2,Intel(R) Smart Sound technológia hangvezérlő (\_SB.PC00.HDAS),Fx Device,moderate,2,123.4613470588235,17
Win11,22H2,Intel(R) PCI Express Root Port #21 - A32C (\_SB.PCI0.RP21),Fx Device,moderate,3,1102.764038095238,21
Win11,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP15.PXSX),Fx Device,moderate,1,327.14709999999997,23
Win11,21H2,Intel(R) PCI Express Root Port #10 - 9DB1 (\_SB.PCI0.RP10),Fx Device,low,1,44.62669333333335,30
Win11,21H2,Intel(R) PCI Express Root Port #10 - 9DB1 (\_SB.PCI0.RP10),Fx Device,high,2,1522.12148,5
Win11,22H2,Intel(R) PCI Express Root Port #10 - 9DB1 (\_SB.PCI0.RP10),Fx Device,moderate,5,293.85368399999993,25
Win10,21H2,Intel RST VMD Controller 9A0B (TGL) (\_SB.PC00.VMD0),Fx Device,moderate,17,190.33109490445858,157
Win10,20H2,Connection Phase,PDC Phase,low,10,25.307499999999997,10
Win10,19H2,Intel(R) 智慧型音效技術音訊控制器 (\_SB.PCI0.HDAS),Fx Device,low,2,31.597205000000002,20
Win10,19H2,Intel(R) 智慧型音效技術音訊控制器 (\_SB.PCI0.HDAS),Fx Device,high,2,4952.0387,3
Win10,21H1,Realtek Gaming 2.5GbE Family Controller (\_SB.PC00.RP05.PXSX),Fx Device,low,2,13.888575000000003,48
Win10,21H1,NVIDIA GeForce RTX 3060 Laptop GPU (\_SB.PC00.PEG1.PEGP),Fx Device,low,1,95.86014545454545,22
Win10,21H1,Intel(R) PEG10 - 9A01 (\_SB.PC00.PEG1),Fx Device,high,2,575.5036,4
Win10,21H1,Standard SATA AHCI Controller (\_SB.PC00.SAT0),Fx Device,low,5,92.68102420382168,157
Win10,21H1,Device not registered,PEP Pre-Veto,high,12,3132.9834666863567,1693
Win10,21H1,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,low,2,50.690778947368415,19
Win10,21H1,인텔® 스마트 사운드 기술 버스 (\_SB.PC00.HDAS),Fx Device,low,5,9.774990476190476,21
Win10,21H1,인텔® 스마트 사운드 기술 버스 (\_SB.PC00.HDAS),Fx Device,high,1,745.6605999999999,1
Win10,21H2,Intel(R) Serial IO I2C Host Controller - 34E9 (\_SB.PCI0.I2C1),Fx Device,low,6,31.39315,60
Win10,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP09.PXSX),Fx Device,moderate,1,38.5814,1
Win11,22H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PCI0.RP06.PXSX),Fx Device,low,2,7.667400000000001,41
Win10,21H2,Intel(R) PEG60 - 9A09 (PCI\VEN_8086&DEV_9A09&SUBSYS_00000000&REV_01\3&11583659&0&30),Fx Device,low,4,56.79914929577467,355
Win10,21H2,Intel(R) PEG60 - 9A09 (PCI\VEN_8086&DEV_9A09&SUBSYS_00000000&REV_01\3&11583659&0&30),Fx Device,high,1,303.60252258064514,217
Win10,22H2,Intel(R) Smart Sound technológia hangvezérlő (\_SB.PC00.HDAS),Fx Device,low,5,20.28703538461539,130
Win10,19H2,Intel(R) Wireless-AC 9462 (\_SB.PCI0.CNVW),Fx Device,low,3,13.079365463917524,194
Win10,21H1,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,high,3,11.94449375,16
Win10,21H2,Unregistered Device \_SB.PCI0.I2C0,Fx Device,high,15,5028.745189869281,306
Win11,22H2,Intel(R) PCI Express Root Port #5 - A0ComputerNameMask (\_SB.PC00.RP05),Fx Device,moderate,1,260.71218421052635,38
Win11,21H2,Intel(R) PCI Express Root Port #5 - A0ComputerNameMask (\_SB.PC00.RP05),Fx Device,low,1,43.6578890625,64
Win11,21H2,Intel(R) PCI Express Root Port #5 - A0ComputerNameMask (\_SB.PC00.RP05),Fx Device,high,1,232.544875,4
Win11,21H2,Intel(R) PCI Express Root Port #5 - A0ComputerMask (\_SB.PC00.RP05),Fx Device,low,1,70.00366666666666,3
Win10,21H2,Intel(R) Management Engine Interface #1 (\_SB.PC00.HECI),Fx Device,moderate,4,149.6631583333333,12
Win10,22H2,UserIdMask Error Reporting,Activator,low,1,108.1495,1
Win11,21H2,Mobile 6th/7th Generation Intel(R) Processor Family I/O PCI Express Root Port #5 - 9D14 (\_SB.PCI0.RP05),Fx Device,low,10,154.01968652482267,141
Win11,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,high,21,4833.358219179004,1486
Win11,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,2,188.72003333333336,3
Win10,22H2,Zvukový řadič technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,high,4,12916.6800375,16
Win10,22H2,Intel(R) PEG60 - 9A09 (PCI\VEN_8086&DEV_9A09&SUBSYS_00000000&REV_01\3&11583659&0&30),Fx Device,low,5,102.63794548254616,974
Win10,22H2,Intel(R) PEG60 - 9A09 (PCI\VEN_8086&DEV_9A09&SUBSYS_00000000&REV_01\3&11583659&0&30),Fx Device,high,3,180.16926368715085,179
Win10,22H2,Intel(R) Wireless-AC 9260 160MHz (\_SB.PCI0.RP05.PXSX),Fx Device,high,2,294.58446000000004,20
Win10,22H2,Intel(R) Wireless-AC 9260 160MHz (\_SB.PCI0.RP05.PXSX),Fx Device,low,4,47.085669202898565,276
Win10,22H2,Realtek PCIe GbE Family Controller (\_SB.PC00.RP09.PXSX),Fx Device,moderate,1,425.4052962962963,27
Win11,22H2,Intel(R) PEG60 - 9A09 (PCI\VEN_8086&DEV_9A09&SUBSYS_00000000&REV_01\3&11583659&0&30),Fx Device,low,11,103.93767453979036,3531
Win11,21H2,Intel(R) Wireless-AC 9260 160MHz (\_SB.PCI0.RP05.PXSX),Fx Device,low,10,104.95581179906546,856
Win10,22H2,No CS Phase,PDC Phase,high,5354,6285.968716220534,797468
Win10,22H2,CPU C0 Time.Non-attributed Time,Processor,low,2829,25.044953218478994,130310
Win10,22H2,Intel(R) UHD Graphics 630 (\_SB.PCI0.GFX0),Fx Device,low,198,52.43280469219487,28622
Win10,22H2,Intel(R) Ethernet Connection (7) I219-LM (\_SB.PCI0.GLAN),Fx Device,low,23,34.38177485110996,3694
Win10,22H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,low,41,49.46776536572056,3664
Win10,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,1129,44.9988214047345,115666
Win10,22H2,Maintenance Phase,PDC Phase,high,3271,3247.827458925851,102315
Win10,22H2,No CS Phase,PDC Phase,low,2178,19.071054286220352,22584
Win10,22H2,BI,Activator,low,2974,84.44097479051243,209917
Win10,22H2,Intel(R) Ethernet Connection (7) I219-LM (\_SB.PCI0.GLAN),Fx Device,high,8,542.2074822695033,141
Win10,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,624,2880.6010559481842,50881
Win10,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,high,1426,1665.9780451137908,143506
Win10,22H2,BI,Activator,high,2560,2490.6740656493093,212773
Win10,22H2,DAM Phase,PDC Phase,low,3210,0.8743438655366365,70324
Win10,22H2,WP Sync Client,Activator,moderate,63,365.1018579611318,2933
Win10,22H2,WP OmaDmClient Client,Activator,low,510,255.8202086926607,8720
Win10,22H2,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,62,8325.877834179688,512
Win10,22H2,Unregistered Device \_SB.PCI0.GLAN,Fx Device,high,30,4303.625744935063,385
Win10,22H2,WP OmaDmClient Client,Activator,high,633,1438.6662443728017,23884
Win10,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,1841,45.355982164122686,177513
Win10,21H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,low,320,50.74085306254693,29322
Win10,21H2,Intel(R) Ethernet Connection (7) I219-LM (\_SB.PCI0.GLAN),Fx Device,moderate,5,177.8000142857143,35
Win10,21H2,Intel(R) UHD Graphics 630 (\_SB.PCI0.GFX0),Fx Device,low,198,54.59655226354443,21780
Win10,21H2,BI,Activator,high,2084,1805.541877391004,99770
Win10,21H2,CPU C0 Time.Non-attributed Time,Processor,low,2492,24.403194086639232,73985
Win10,21H2,Resiliency Notification Phase,PDC Phase,low,244,0.002855654761904764,672
Win10,21H2,WP Sync Client,Activator,low,78,113.11933892156867,2040
Win10,21H2,BI,Activator,low,2516,73.68670512520175,115254
Win10,21H2,NCSI,Activator,low,1834,60.303480527369366,28974
Win10,21H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,moderate,10,115.26061612903226,62
Win10,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,moderate,310,225.85187260177335,9924
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,moderate,647,158.50162383553183,9704
Win10,21H2,Image Download Manager,Activator,high,515,942.3447260072564,20402
Win11,22H2,No CS Phase,PDC Phase,high,18515,5477.349616745876,2994299
Win11,21H2,No CS Phase,PDC Phase,high,7477,5151.658228707531,437209
Win10,21H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,154,24.57937837458121,9253
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,low,3324,43.095684246484524,242238
Win11,22H2,TCPIP,Activator,low,5464,27.361864671033047,203060
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,high,2264,4220.277498582297,116173
Win11,22H2,Update Orchestrator Client,Activator,low,5541,116.15147284557216,154461
Win11,22H2,WU,Activator,low,5836,105.76664455227815,143739
Win11,22H2,BI,Activator,moderate,4480,640.6568924404581,69528
Win11,22H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,low,129,40.310807183188714,17179
Win11,22H2,WNS,Activator,low,6082,61.89927097917445,575311
Win11,22H2,Maintenance Phase,PDC Phase,high,6320,3305.545700828863,147073
Win11,22H2,No CS Phase,PDC Phase,low,4185,51.80201303166446,36066
Win11,22H2,CPU C0 Time.Non-attributed Time,Processor,low,5075,24.47737571569024,204453
Win10,21H2,Image Download Manager,Activator,low,1650,83.1001382692403,19841
Win10,21H2,TCPIP,Activator,low,1129,71.65955618035606,17410
Win11,22H2,Intel(R) Wi-Fi 6E AX211 160MHz (\_SB.PC00.CNVW),Fx Device,low,125,84.61549604972193,16733
Win11,22H2,Update Orchestrator Client,Activator,high,5220,2398.4693009273556,82060
Win11,22H2,WU,Activator,high,5311,5858.147173324573,106120
Win11,22H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,moderate,85,438.10919001680617,2975
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,high,346,4867.551939290642,31832
Win11,22H2,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,low,25,169.31588058252427,103
Win11,22H2,Maintenance Phase,PDC Phase,low,2343,9.89119766194746,9324
Win11,22H2,Universal Telemetry Client,Activator,low,4228,87.29596868137901,54102
Win11,22H2,Intel(R) TypeC PCIe - 462F (\_SB.PC00.TRP2),Fx Device,low,1,307.6721434482758,145
Win10,21H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PC00.CNVW),Fx Device,moderate,14,166.60289197860965,187
Win10,21H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,moderate,56,213.6103042229731,592
Win10,21H2,GP,Activator,low,367,52.94761247285879,4145
Win11,22H2,DHCP,Activator,low,4810,74.58948390056732,119116
Win11,22H2,NCSI,Activator,low,6375,64.38559824149056,399088
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,low,849,97.1320700947448,18154
Win11,22H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM1),Fx Device,moderate,30,362.5063029490617,373
Win11,22H2,NCSI,Activator,high,1382,2384.276991646567,12438
Win11,22H2,Windows Push Notifications,Activator,low,4479,76.59676861161918,55734
Win10,21H2,Intel(R) Serial IO UART Host Controller - A0A8 (\_SB.PC00.UA00),Fx Device,low,32,24.1499444201313,4113
Win10,21H2,Surface Serial Hub Driver (\_SB.SSH),Fx Device,low,186,15.169531779661057,12744
Win10,21H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PC00.HDAS),Fx Device,low,19,60.04047400828892,1689
Win11,22H2,WNS,Activator,high,1405,1696.8878762983134,20180
Win10,22H2,DHCP,Activator,moderate,1358,218.11659399169216,17093
Win11,22H2,BITS Service,Activator,low,2762,55.77833106044772,14343
Win10,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,low,970,38.75221570513719,108525
Win10,21H2,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,low,567,24.25999744427735,61196
Win10,21H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,low,241,27.601204861934686,11806
Win10,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,high,207,1146.8847164525826,3659
Win10,21H2,PLM Phase,PDC Phase,moderate,73,75.14381707317072,82
Win11,21H2,Low Power Phase,PDC Phase,low,2872,5.379656343847751,146181
Win11,21H2,DAM Phase,PDC Phase,low,2337,5.171255051546362,29100
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,low,1048,52.868444881088735,15726
Win11,21H2,No CS Phase,PDC Phase,low,1033,19.64048224782509,4253
Win11,21H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,low,886,38.91518689951805,19297
Win11,21H2,WU,Activator,high,1962,9696.670562264619,47690
Win10,21H2,Intel(R) PCI Express Root Port #4 - A0BB (\_SB.PC00.RP04),Fx Device,low,60,23.29299754262783,3988
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,525,153.77032237812526,5559
Win10,21H2,WNS,Activator,moderate,741,220.2879971014498,10557
Win10,21H2,Windows Error Reporting,Activator,high,49,1078.6601932885906,149
Win10,21H2,PDC Suspend/Resume and Network-Refresh Activator,Activator,low,368,2.988199534133665,5581
Win10,22H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,low,1410,20.024858323662304,123221
Win10,22H2,Image Download Manager,Activator,low,2259,79.06387832202444,34339
Win10,22H2,WNS,Activator,low,2313,63.745122379078,97542
Win11,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,50,267.98460091911755,544
Win11,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,moderate,206,328.45213240418104,1148
Win11,21H2,NCSI,Activator,low,2257,70.80022414186209,40349
Win11,21H2,BI,Activator,moderate,1258,765.0180445989663,6184
Win10,21H2,DHCP,Activator,moderate,1119,260.5105700305809,8502
Win11,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,low,571,52.52489484061176,43416
Win10,21H1,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,low,96,33.22654861237482,4396
Win10,21H1,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,high,10,1764.01624819672,305
Win10,21H1,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,low,18,37.0069565741858,829
Win11,22H2,PLM Phase,PDC Phase,moderate,344,160.67987577639752,483
Win10,20H2,No CS Phase,PDC Phase,high,649,6247.193768680651,66981
Win10,21H1,PDC Suspend/Resume and Network-Refresh Activator,Activator,low,10,28.162712000000003,25
Win10,21H2,WP OmaDmClient Client,Activator,moderate,330,581.5206040110112,2543
Win10,21H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,moderate,364,163.3921002630884,3801
Win10,21H2,Universal Telemetry Client,Activator,moderate,225,202.60015147991547,946
Win10,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,low,256,37.31343863300033,10812
Win10,21H2,Find My Device,Activator,moderate,111,312.26062832369945,173
Win10,21H1,No CS Phase,PDC Phase,high,361,6806.211055042565,30867
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,high,536,4736.634794667464,11908
Win11,21H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,low,72,77.75255473279763,2863
Win11,21H2,Intel(R) Ethernet Connection (16) I219-LM (\_SB.PC00.GLAN),Fx Device,low,16,121.90537784568377,1309
Win11,21H2,Intel(R) Ethernet Connection (16) I219-LM (\_SB.PC00.GLAN),Fx Device,high,9,3203.399933333333,81
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,high,69,6206.355221568626,3060
Win11,21H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,high,30,2776.6985125230235,1086
Win10,21H2,WU,Activator,moderate,766,320.1115660484286,1941
